KO	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2
K00134	11.92	11.641	11.726	11.591	11.668	11.818	11.827	11.909	12.031	12.026	11.923	11.726	12.568	12.598	12.691	12.66	12.196	12.138	8.0547	12.623	12.181	12.261	12.411	11.898
K00135	12.027	11.833	11.917	11.525	11.881	11.739	11.023	11.413	11.362	11.545	11.23	11.445	11.91	11.875	12.199	11.93	11.673	11.624	7.7934	13.076	11.546	11.736	11.719	11.235
K00137	7.5721	7.3657	7.4798	7.385	7.7922	7.9643	6.7854	7.1688	7.0226	7.002	6.9107	6.7703	6.9718	6.9515	7.3724	6.9916	6.8432	6.1842	4.112	6.1507	7.1169	6.6466	7.1909	6.5385
K00138	8.689	8.4439	8.2718	8.1552	8.3536	8.423	8.6938	8.8335	8.8801	8.5179	8.6013	8.319	10.237	9.9723	9.6124	9.8036	9.3445	9.6688	5.6274	8.0308	9.2838	8.87	9.4905	8.7882
K00139	3.9721	3.9928	3.5612	4.099	3.567	4.4116	4.1137	5.4345	4.099	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	4.1241	3.688	4.112	3.7068	4.0737	3.2501	3.5696	3.631
K00140	11.004	10.86	10.945	10.595	10.855	10.883	10.484	10.691	10.514	10.465	10.538	10.389	10.168	10.237	10.462	10.337	10.189	10.194	6.7083	11.125	10.141	10.282	10.218	9.8162
K00141	7.0394	7.6127	7.5756	7.627	7.7757	7.3666	5.793	6.2326	5.9756	6.226	6.071	6.5541	6.3756	6.6096	5.9756	6.2959	6.6941	6.5025	5.7913	5.4697	5.8889	6.2819	6.3503	5.6966
K00142	4.6001	5.2913	4.4565	4.4686	4.4648	4.0472	4.7613	4.8741	4.099	4.7428	4.7288	4.9612	4.1241	3.5887	3.5696	4.496	4.1241	3.688	4.112	3.7068	4.0737	4.2224	4.4686	4.1794
K00143	5.843	6.6097	6.6571	6.4234	6.7905	6.2177	5.6291	5.3245	4.9612	4.7428	5.8345	5.2834	4.496	3.5887	4.099	3.5887	4.1241	3.688	4.7594	3.7068	4.9328	3.9738	4.4686	4.5558
K00145	11.029	10.872	10.923	10.731	11.041	11.05	10.68	10.944	10.954	10.934	10.843	10.838	11.436	11.39	11.436	11.434	11.054	10.858	7.6696	9.7353	11.007	10.834	11.171	10.604
K00146	8.7656	8.9749	9.0723	8.7892	9.074	8.9719	8.1482	8.2418	7.8667	8.0256	7.9924	8.0532	7.333	7.3731	7.5772	7.5831	7.0849	6.2373	6.5364	6.4864	7.3199	7.766	7.4689	7.3626
K00147	11.138	10.873	11.058	10.811	11.133	11.04	10.871	11.133	11.207	11.131	11.036	10.835	11.226	11.122	11.382	11.367	10.939	10.922	7.0544	12.465	11.064	11.123	11.153	10.819
K00148	7.8067	7.5118	7.5856	7.279	7.5209	7.3666	6.1504	6.444	6.5841	6.8381	6.2134	7.3724	7.2912	6.6096	8.5282	7.067	7.7638	8.4324	5.928	9.6735	7.7271	7.7851	7.236	7.3046
K00149	3.4744	3.4898	3.5612	3.5696	4.0955	4.0472	3.5807	4.384	4.4686	3.5682	3.5587	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K00150	8.2078	8.7885	8.4867	8.5159	8.4786	8.0862	7.9487	8.2321	8.4783	8.9165	8.2881	8.8181	8.6696	8.3713	9.2086	8.3809	9.0753	9.3046	6.4711	12.088	9.0848	8.9113	8.4038	8.2713
K00151	8.8351	9.0861	8.9681	8.4698	8.7318	8.6049	7.623	8.0233	7.6367	7.4437	7.7042	7.4098	7.2769	7.3599	7.4098	7.5292	7.3731	6.2873	5.1511	6.0252	7.4977	7.766	7.2649	7.4814
K00152	3.9721	5.2913	4.7325	4.7449	3.567	5.0788	3.5807	3.5117	3.5696	4.0971	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K00153	8.8215	8.4439	8.3822	7.9328	8.2494	7.8548	7.7263	7.7829	7.6557	7.4896	7.7303	7.5669	7.9237	8.0678	8.5562	8.4767	7.847	8.0963	4.7594	7.146	7.8911	8.6134	7.8818	7.8221
K00154	9.2084	8.7798	8.9372	8.5035	8.6546	8.5424	9.1598	9.2503	8.9564	8.8869	8.9014	8.4439	9.4186	9.2568	8.9392	9.5945	8.9813	8.4635	4.7594	7.8119	8.581	8.4826	8.9733	8.4181
K00156	8.7939	8.9921	8.9257	9.1921	9.5085	9.4912	6.3651	7.8273	7.2062	8.0883	7.2916	9.0757	8.1885	8.0614	8.572	8.3421	8.244	8.2054	5.4225	7.593	8.4828	8.448	8.7393	8.1836
K00157	3.4744	3.4898	3.5612	3.5696	4.0955	3.5305	4.1137	3.5117	3.5696	3.5682	4.0847	3.5696	3.5887	3.5887	3.5696	4.1241	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	4.1794
K00158	7.8867	8.3556	8.2462	8.1379	8.4995	8.5977	7.2366	7.4312	7.3067	7.7437	7.3184	8.3716	7.6729	7.634	7.5353	7.6918	7.6038	7.3173	4.7594	6.6674	7.5399	7.4136	7.5246	7.0482
K00161	11.488	11.407	11.434	11.303	11.666	11.623	10.925	11.324	11.308	11.666	11.062	11.644	11.896	11.759	12.17	11.899	11.543	11.699	8.2935	12.518	11.576	11.674	11.49	11.08
K00162	11.493	11.358	11.463	11.375	11.639	11.649	10.917	11.343	11.477	11.554	11.191	11.646	11.874	11.803	12.154	12.051	11.713	11.674	8.2306	12.224	11.477	11.704	11.599	11.155
K00163	11.793	11.819	11.77	11.432	11.65	11.438	11.362	11.343	11.398	11.291	11.156	10.871	11.345	11.337	11.439	11.335	10.964	10.894	6.9791	9.7795	11.134	10.945	11.443	10.675
K00164	12.269	12.133	12.241	11.887	12.2	11.967	11.582	11.737	11.828	11.803	11.688	11.544	12.1	12.152	12.198	12.299	11.742	11.665	8.2088	10.326	11.742	11.724	11.895	11.432
K00166	9.4711	9.5806	9.5425	9.1968	9.4474	9.2578	9.2131	9.1242	8.9956	8.6564	8.9246	8.52	8.5322	8.3951	8.5681	8.8797	8.307	7.9661	4.112	7.2398	8.1042	8.2174	8.2323	7.8813
K00167	9.7391	9.6437	9.703	9.4771	9.6042	9.4948	9.1043	9.244	9.1609	9.0286	9.0475	8.6292	8.307	8.7203	8.3855	8.7724	8.0484	7.9243	6.6545	7.3727	8.0192	8.0389	8.2376	7.873
K00169	9.3093	8.6189	9.0199	9.7438	9.2205	9.5996	10.498	10.767	10.873	11.009	10.792	10.697	10.042	10.099	10.394	10.045	9.9986	10.08	6.7592	13.043	10.115	9.8558	9.7454	9.4839
K00170	8.946	8.5077	8.733	9.2903	8.9028	9.2809	10.253	10.416	10.562	10.564	10.431	10.452	9.7847	9.989	9.9942	9.6995	9.4928	9.7576	6.6545	12.121	9.6786	9.6183	9.6604	9.1215
K00171	7.3201	6.3812	6.9141	7.5974	6.8585	7.6093	8.3927	8.5537	8.7084	8.6344	8.674	8.4083	8.9434	9.2522	8.8245	9.1901	8.2166	8.1246	7.6505	7.7086	8.2094	8.5161	8.1834	8.0189
K00172	8.4975	8.1283	8.3017	9.0653	8.6832	9.011	9.9562	10.097	10.18	9.9672	10.171	9.9102	9.2957	9.7029	9.1536	9.4083	8.6434	8.2924	6.4711	8.3473	8.7127	8.8612	8.9247	8.4661
K00174	12.047	11.981	12.106	12.216	12.113	12.323	12.578	12.758	12.804	12.738	12.753	12.452	12.432	12.46	12.218	12.213	11.721	11.585	8.4803	13.174	11.955	11.876	11.786	11.735
K00175	11.329	11.181	11.204	11.469	11.319	11.752	11.871	12.015	12.113	12.034	11.954	11.812	12.021	11.931	11.725	11.827	11.348	11.183	7.7596	12.819	11.37	11.325	11.29	11.215
K00176	8.4233	7.4311	7.6533	8.8557	8.0367	9.4234	9.4029	9.6343	9.783	9.7172	9.6308	9.4656	10.446	10.471	9.8902	10.2	9.125	9.2518	9.0497	8.6109	9.2267	9.5891	9.1802	9.5191
K00177	8.805	7.9164	8.2358	9.3463	8.5443	9.7307	10.266	10.376	10.759	10.617	10.449	10.419	10.699	10.859	10.126	10.533	9.6911	9.4656	7.0175	9.1046	9.7949	9.9268	9.6485	9.9834
K00179	9.9962	9.4384	9.8428	10.526	9.8148	10.61	11.372	11.497	11.744	11.704	11.679	11.423	11.394	11.123	10.824	11.057	10.33	9.8709	7.918	9.949	10.788	10.635	10.566	10.571
K00180	9.0203	8.8112	8.9199	9.4243	9.2042	9.7247	10.106	10.274	10.42	10.384	10.259	10.043	10.463	10.47	9.959	10.215	9.4791	9.1306	6.4007	8.8372	9.5903	9.7314	9.6788	9.7587
K00183	6.004	6.1611	6.3391	7.3596	6.4876	6.8713	8.4649	8.2561	8.7393	8.6045	8.41	8.0081	8.2385	7.4722	8.4173	7.8549	8.5731	8.8327	5.4225	8.4894	8.4579	7.513	7.828	7.4172
K00184	11.488	11.539	11.616	11.728	11.717	11.911	11.92	11.928	12.062	12.027	11.998	11.688	11.357	10.991	11.253	10.974	10.938	10.668	8.4717	11.992	11.162	10.546	11.138	10.537
K00185	11.152	11.028	11.113	11.431	11.247	11.522	11.93	12.004	12.069	11.996	12.027	11.517	10.739	10.683	11.033	10.527	10.676	10.431	6.6545	12.199	10.73	10.207	10.774	10.129
K00186	7.8205	7.1368	7.7758	8.2942	8.0367	8.1849	8.7395	9.0048	8.9873	9.0499	9.086	8.7528	7.3731	7.333	7.6074	7.3599	7.5068	6.9256	5.928	7.6291	7.8241	7.6958	7.9746	7.6718
K00187	8.1401	7.5497	8.022	8.6255	8.3052	8.6331	9.1273	9.3229	9.359	9.314	9.3569	9.0783	7.3054	7.2912	7.5873	7.4603	7.5619	6.2373	5.4225	7.6052	7.9333	7.7112	8.0595	7.6409
K00188	3.9721	3.9928	4.088	4.7449	4.9573	4.0472	5.8642	5.8352	5.6999	6.0305	5.8345	5.6999	6.4488	7.5619	5.6138	7.798	5.1644	5.4455	7.0544	5.6989	5.9498	6.0058	5.7779	5.6012
K00189	6.5621	6.278	6.6836	7.5873	6.4199	7.2099	8.2851	8.3515	8.3762	8.3314	8.6013	8.3622	6.7961	7.1025	6.5541	7.1367	6.6668	6.1842	4.112	6.4455	6.8992	6.8063	6.2706	6.5718
K00192	4.3281	3.4898	4.7325	6.3503	3.567	5.7239	7.2944	7.9684	7.8818	8.0944	7.7723	7.9399	6.4129	6.5165	6.0324	6.2083	6.1109	5.8547	4.112	6.0902	5.6735	5.6937	5.8492	5.782
K00193	5.2678	3.4898	4.7325	6.3876	3.567	4.9027	7.074	7.4528	7.5669	7.5007	7.3445	7.279	6.3366	6.4488	6.0324	5.8037	5.544	5.4455	5.1511	5.9548	5.3813	5.2697	5.6138	5.4934
K00194	8.089	6.4737	7.5447	8.5035	7.2469	8.1744	9.5326	9.7732	9.8539	9.7988	9.8265	9.6887	7.3731	6.8432	7.6744	7.1367	7.3988	6.7378	5.4225	7.8873	8.3569	7.7163	8.0903	7.7867
K00195	3.4744	3.4898	4.9488	4.7449	3.567	4.4116	6.0472	6.6409	6.0324	6.4215	6.2561	6.7941	6.1109	5.64	5.1368	4.9891	4.9891	4.9129	4.112	5.1532	5.1087	4.7508	4.9612	4.8337
K00196	6.5086	5.4018	5.9644	7.236	6.1321	7.2099	8.5035	8.5017	8.6029	8.4972	8.5035	8.1834	8.2864	8.5154	8.1437	8.6584	7.6439	7.6844	7.7422	7.3086	7.7768	8.2747	7.904	8.0745
K00197	8.3921	7.0774	7.8773	8.9956	8.0239	8.8757	10.225	10.411	10.477	10.407	10.61	10.299	7.7638	7.6729	7.9328	7.8146	7.8784	7.0612	7.3604	8.3986	8.6071	8.0572	8.3669	8.2713
K00198	9.1338	7.4311	8.6237	9.8075	8.6761	9.5421	11.316	11.361	11.595	11.381	11.508	11.162	8.5772	8.2385	9.0469	8.9552	8.6434	8.1176	7.6696	9.2508	9.4943	8.8752	9.3229	9.0938
K00200	8.2888	8.6451	8.4269	8.3947	8.5323	7.8548	7.9343	8.423	8.0532	8.2141	8.211	8.2637	7.8228	7.8937	7.9677	7.634	7.7103	7.6734	6.4007	6.8731	7.7687	7.8971	8.1144	7.8394
K00201	8.24	8.4554	8.4486	8.1144	8.4178	7.7398	7.7174	8.3161	8.0212	8.0637	8.0055	8.0081	7.8628	7.8937	7.6836	7.6918	7.333	7.2336	6.241	6.634	7.6096	7.3707	7.8437	7.0284
K00202	7.2355	7.6384	7.5342	7.5873	7.442	7.0217	6.9408	7.7829	7.2506	7.3447	7.3699	7.1596	7.624	7.5068	7.4098	7.2324	6.888	7.1609	5.1511	6.5631	7.3456	7.3852	7.5565	7.3046
K00203	6.4518	6.2018	6.5119	6.4234	5.6963	5.9224	6.1978	6.9229	6.695	6.3484	6.6265	6.9656	7.1533	7.2324	6.7459	6.4833	6.4833	6.5761	4.112	5.5922	6.4973	6.3052	6.84	6.3916
K00204	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	4.0222	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K00205	4.3281	3.9928	5.1246	5.5175	4.0955	3.5305	6.4024	7.0457	7.4803	7.1085	6.9506	6.84	6.8659	6.7961	6.6131	6.6941	5.9403	6.0673	6.7592	6.0902	6.6152	6.127	6.2706	6.308
K00207	6.8689	7.1652	7.4572	6.8173	7.019	6.6149	6.1504	6.444	6.2279	6.0305	6.1211	5.6138	4.496	4.1241	5.6138	5.1644	5.4354	5.4455	4.112	5.6989	5.9498	5.902	5.9148	5.0496
K00208	11.113	11.009	10.978	10.593	11.07	10.878	10.333	10.444	10.464	10.332	10.257	10.269	11.4	11.544	11.594	11.628	11.09	11.345	7.2496	9.5896	10.955	11.231	11.407	10.711
K00209	8.2625	8.4631	8.3066	8.1437	8.2802	7.9772	8.4384	8.4107	8.4395	8.3834	8.3318	7.8667	8.1299	8.177	8.1552	8.0419	7.988	7.544	4.7594	7.4892	8.3751	8.1796	8.5077	8.6198
K00210	7.4393	7.4311	7.5342	7.5669	7.5528	7.5517	8.2324	8.1356	8.2323	8.2141	8.1279	8.0146	7.7551	7.8628	7.6927	7.7195	7.4239	7.1609	6.1488	6.9732	8.0255	8.0129	7.7283	8.1836
K00211	3.4744	4.624	3.5612	3.5696	3.567	4.0472	3.5807	4.0222	3.5696	4.0971	3.5587	3.5696	3.5887	3.5887	3.5696	4.1241	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K00212	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	4.0971	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K00213	5.643	6.1611	6.1718	5.8492	5.9721	6.2584	5.2993	5.5317	4.7449	4.9591	5.961	4.099	3.5887	3.5887	4.099	4.496	4.1241	3.688	6.0455	4.6596	4.0737	5.5376	4.099	5.2241
K00214	3.9721	3.4898	4.088	3.5696	4.741	4.6865	5.2993	4.0222	3.5696	3.5682	4.7288	4.099	4.1241	3.5887	3.5696	3.5887	4.496	3.688	4.7594	4.6596	4.9328	3.9738	4.4686	4.8337
K00215	10.951	10.827	10.842	10.632	11.0	10.996	10.648	10.842	10.943	10.948	10.733	10.874	11.787	11.71	11.588	11.642	11.154	10.936	7.9325	12.136	11.15	11.188	11.247	10.811
K00216	7.1285	7.388	7.1319	7.0226	7.51	6.8713	6.4383	6.7817	6.4579	6.9236	7.0259	6.5841	5.544	5.8037	6.3113	5.8037	5.1644	4.2529	5.7913	5.6989	6.7912	5.2697	6.0324	5.8594
K00217	7.8867	8.3345	8.2093	8.0964	8.3999	8.0148	6.506	7.078	6.6685	6.7189	6.6538	7.236	7.7285	7.8309	7.6557	7.798	7.7011	7.3332	6.5973	6.3577	7.6656	7.5193	7.546	6.9222
K00218	7.1426	6.8531	7.1479	6.7208	6.9814	6.7165	7.0916	6.3445	6.7703	6.7922	6.8252	6.5231	7.1367	7.4603	7.3975	7.3054	6.9097	5.1282	4.112	6.2602	6.9961	6.5104	7.2212	6.5718
K00219	10.324	9.9837	10.184	10.002	10.094	10.021	10.959	10.947	11.204	11.075	11.139	10.654	10.784	10.899	11.393	11.229	10.573	10.73	6.8075	9.6174	10.702	10.872	11.062	10.195
K00220	8.8188	8.8664	9.147	8.5602	9.005	8.6366	7.5509	7.9747	8.0532	8.0385	7.903	7.7627	9.0456	9.0806	9.7876	9.7213	8.961	9.1276	6.1488	8.0542	9.0622	9.553	9.5807	8.8095
K00221	5.643	6.6347	6.0744	6.2706	6.5196	7.1956	5.2993	5.1981	5.4086	5.1347	5.5023	5.1368	5.1644	3.5887	4.4686	3.5887	4.496	5.1282	4.112	4.2767	4.4409	3.6643	4.099	3.631
K00222	7.1426	7.7873	7.6626	7.2212	7.3299	7.2099	6.9201	7.1395	7.1596	7.234	7.2209	7.293	4.9891	6.1609	6.3113	6.0011	6.0577	4.9129	6.4007	5.6989	6.5283	6.4729	6.3113	6.2158
K00223	4.9924	5.0165	4.4565	4.9612	4.4648	4.4116	5.4243	5.4345	4.7449	5.4066	4.7288	4.4686	3.5887	3.5887	4.099	3.5887	4.1241	3.688	4.112	4.2767	4.0737	3.6643	3.5696	3.631
K00225	4.6001	4.624	4.9488	4.099	3.567	3.5305	4.4846	5.6187	4.4686	4.4666	5.9002	3.5696	4.7729	6.3366	3.5696	6.9718	4.496	3.688	4.7594	5.4697	4.7165	5.4143	6.3113	5.9302
K00226	9.9648	9.7269	9.8222	10.13	10.091	10.623	10.341	10.529	10.667	10.581	10.598	10.386	10.855	10.962	10.715	11.001	10.506	9.883	7.5275	9.5743	10.783	10.48	10.766	10.696
K00227	7.5081	7.7945	7.5956	7.0587	7.499	6.3704	5.8642	6.0066	6.3876	5.698	5.961	5.9756	4.9891	4.496	5.9148	4.1241	5.544	5.3014	4.112	5.1532	5.8232	5.938	5.4086	5.6012
K00228	10.212	10.179	10.148	9.6089	10.175	10.223	9.4927	9.7372	9.6089	9.5439	9.4486	9.5735	10.942	10.941	10.826	10.877	10.397	10.469	7.5275	8.8822	10.247	10.37	10.517	9.7826
K00230	8.9185	8.5004	8.5435	8.6766	8.8203	9.4159	8.9159	9.2273	9.39	9.5548	8.9943	9.5682	10.717	10.749	10.767	10.954	10.375	10.32	7.3861	9.8853	9.9949	10.282	10.086	9.8762
K00231	10.369	10.148	10.23	10.283	10.401	10.492	10.182	10.329	10.529	10.625	10.126	10.513	10.413	10.14	10.182	10.168	10.072	9.6447	8.2729	10.568	10.138	9.8337	9.906	9.6477
K00232	9.2145	9.1064	9.0977	8.2739	8.8546	8.2309	7.0378	7.1972	6.9049	7.234	7.3184	6.9656	8.0484	7.8146	8.2323	8.0419	8.0017	7.6734	6.8972	7.2034	8.0504	8.1236	7.9881	8.1775
K00234	4.8158	5.7376	5.6884	5.4086	4.9573	4.6865	5.6291	5.3245	4.7449	4.9591	4.7288	5.1368	4.1241	4.1241	4.099	4.1241	5.3106	3.688	6.7083	5.7933	4.7165	5.6937	5.6138	5.2241
K00235	3.9721	5.0165	3.5612	4.4686	4.741	3.5305	4.9775	4.8741	4.099	4.0971	4.4529	4.7449	5.1644	3.5887	4.7449	4.496	4.496	4.6343	6.4007	4.6596	5.1087	5.7398	4.7449	5.4934
K00236	3.4744	3.4898	3.5612	3.5696	4.0955	3.5305	3.5807	4.0222	3.5696	3.5682	4.0847	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	4.099	3.631
K00237	4.3281	3.4898	3.5612	4.4686	3.567	3.5305	4.1137	3.5117	3.5696	3.5682	3.5587	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	4.4283	3.5696	3.631
K00239	12.074	12.011	12.064	11.885	11.987	11.946	11.986	12.147	12.208	12.223	12.134	12.006	11.968	11.738	12.205	11.955	11.765	11.802	7.5053	14.042	11.831	11.736	11.846	11.358
K00240	11.106	11.018	10.981	10.846	10.986	11.128	10.896	11.069	11.111	11.131	10.938	10.928	11.42	11.288	11.453	11.352	11.09	11.159	7.0175	12.394	10.981	11.042	11.227	10.531
K00241	10.588	10.418	10.257	10.28	10.398	10.658	10.201	10.456	10.436	10.457	10.205	10.348	10.773	10.859	10.913	10.886	10.615	10.665	7.1571	11.374	10.517	10.433	10.647	10.104
K00242	9.2905	9.3484	9.1373	8.8649	9.3376	9.5963	8.4993	9.0442	8.8862	9.0015	8.4788	9.0309	10.151	9.7815	10.31	10.207	9.7476	10.079	5.4225	11.378	9.5396	9.8397	9.9074	9.2715
K00243	9.1296	8.515	8.6163	8.4262	8.6797	9.2851	9.3113	9.1035	9.5372	9.3607	9.3341	8.7728	9.6144	9.718	9.3485	9.3423	8.9927	8.5086	7.0544	7.9658	9.2064	9.0216	9.3838	9.0797
K00244	10.046	10.13	10.254	9.8554	10.221	10.097	10.13	10.282	10.218	10.133	10.137	9.7922	10.521	10.528	10.684	10.749	10.222	10.193	7.7596	9.6653	10.001	10.124	10.49	9.6365
K00245	8.7426	8.8253	8.8485	8.4994	8.7318	8.8527	8.9337	9.0635	9.109	8.8348	8.9388	8.5077	9.6894	9.5799	9.8121	9.9355	9.3114	9.3654	6.0455	7.9053	8.9254	9.2685	9.6468	8.4985
K00246	8.2217	8.0477	8.1711	7.7457	8.1456	8.2259	8.5967	8.6173	8.4783	8.2195	8.1786	8.0341	9.4411	9.3248	9.4461	9.3704	9.3248	9.2108	5.4225	7.5162	8.9996	9.1	9.4042	8.4132
K00247	7.912	7.8906	7.9208	7.5772	8.0109	8.0148	7.266	7.5538	7.2212	7.4437	6.8473	7.6836	7.988	8.0678	8.4482	8.3019	7.839	8.3392	4.7594	6.6674	7.7355	8.1924	8.1024	7.3626
K00248	10.617	10.718	10.729	11.006	10.837	10.813	11.098	11.189	11.224	11.248	11.177	11.149	10.703	10.829	10.437	10.616	10.077	9.7177	7.3604	9.2727	10.295	10.082	10.194	9.97
K00249	12.853	13.029	12.983	12.464	12.938	12.391	12.396	12.56	12.543	12.579	12.376	12.294	12.013	11.89	12.463	12.352	12.106	12.135	8.2413	13.015	12.096	12.303	12.055	11.606
K00251	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	4.1794
K00252	10.981	10.811	10.916	10.545	10.788	10.67	10.096	10.38	10.182	10.27	10.084	10.535	11.351	11.262	11.421	11.469	11.079	11.272	6.6545	10.031	10.723	10.769	10.967	10.19
K00253	10.033	10.025	9.993	9.628	9.9096	9.6291	9.5401	9.6138	9.628	9.4456	9.5015	9.3336	9.8696	10.005	10.167	10.254	9.9095	9.765	4.112	8.4581	9.5852	9.8967	9.9285	9.3773
K00254	10.37	10.089	10.219	9.7406	10.229	9.9618	9.3267	9.5978	9.7953	9.9604	9.3569	9.9452	10.982	10.826	11.115	11.163	10.656	10.616	7.3066	12.551	10.566	10.653	10.665	10.055
K00255	8.1697	7.9662	7.8773	7.3596	7.4879	7.5317	7.0561	7.1093	7.2506	7.234	7.0438	6.6412	8.6127	8.6166	9.1463	9.0152	8.4984	8.7233	5.1511	7.7086	8.4909	9.0463	8.2891	8.1464
K00256	9.0388	8.9994	9.1127	10.021	9.4552	9.9437	9.928	9.9908	10.06	9.8761	9.9083	9.5789	7.7103	8.022	7.5974	7.4603	7.8706	6.8497	4.112	6.7904	7.8766	7.494	7.6557	7.5297
K00257	13.023	13.093	13.107	12.795	13.195	12.793	12.764	12.909	12.98	12.891	12.825	12.507	12.415	12.322	12.659	12.507	12.263	12.075	8.1167	12.93	12.384	12.395	12.475	3.631
K00259	11.396	11.201	11.233	11.061	11.298	11.504	11.169	11.4	11.418	11.383	11.308	11.28	11.966	11.918	11.762	11.959	11.329	11.308	6.8534	9.7738	11.233	11.121	11.552	10.871
K00260	7.7271	7.6799	7.9894	8.2428	7.8477	7.8328	7.9051	7.9037	7.8743	7.9793	7.9521	8.2216	10.307	9.9835	9.4183	9.6877	9.0753	8.9017	5.4225	9.0796	9.1857	9.1655	8.868	9.1242
K00261	11.145	11.216	11.273	11.158	11.202	11.273	11.115	11.338	11.342	11.515	11.214	11.472	11.807	11.527	11.869	11.515	11.422	11.491	7.7422	12.815	11.308	11.245	11.059	10.8
K00262	10.787	10.471	10.461	10.585	10.404	10.853	11.244	11.348	11.499	11.41	11.352	10.989	11.597	11.747	11.389	11.592	11.083	10.764	6.8534	11.407	11.27	10.836	11.398	10.885
K00263	10.027	10.163	10.202	9.8495	10.263	9.9134	9.6701	9.8933	9.6297	9.5941	9.5983	9.6654	10.967	10.682	10.447	10.751	10.316	10.145	5.7913	8.9469	9.9923	10.045	10.043	9.7007
K00264	8.4	8.4439	8.5553	8.0212	8.5443	8.1367	8.545	8.5243	9.0201	8.4461	8.4449	8.2108	6.6668	6.8659	7.4219	6.7961	6.9309	6.1277	6.4711	7.146	7.3068	7.2541	7.1753	7.1766
K00265	12.594	12.421	12.582	12.262	12.532	12.397	12.156	12.269	12.428	12.479	12.271	12.271	12.28	12.132	12.809	12.47	12.2	12.117	7.842	14.214	12.408	12.352	12.355	11.927
K00266	11.776	11.489	11.627	11.615	11.632	11.87	11.989	12.164	12.232	12.14	12.13	11.968	11.975	11.83	12.063	12.13	11.495	11.4	8.5552	10.693	11.737	11.847	11.969	11.573
K00270	4.9924	5.5866	5.7665	4.9612	5.4048	5.3522	4.4846	5.0504	4.9612	4.0971	5.1209	5.4086	4.1241	4.496	4.9612	4.1241	3.5887	4.2529	4.112	4.2767	5.1087	5.3451	4.9612	3.631
K00271	7.0997	7.2062	7.3858	7.1271	7.2893	6.438	6.1004	6.5888	6.0324	5.6118	6.1685	5.9756	4.9891	5.3106	5.8492	5.8748	5.9403	6.1842	4.112	5.3261	5.7517	6.7654	5.7779	6.468
K00272	3.9721	3.9928	4.088	3.5696	4.0955	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K00273	8.0785	8.3387	8.1082	7.293	8.0743	7.4249	6.599	6.6409	6.7941	7.3315	6.5395	7.3335	7.1367	7.1858	7.1105	7.067	6.8659	6.8756	6.1488	9.9405	7.1169	6.6306	7.385	6.308
K00274	10.11	10.156	10.159	9.4323	10.012	9.6769	9.0301	9.2565	9.2659	9.2813	8.9916	9.7999	10.261	10.581	10.138	10.275	9.877	9.8163	7.189	8.8257	9.7964	9.8892	9.9713	9.5593
K00275	10.378	10.164	10.131	9.8151	10.22	10.27	9.5568	9.8467	9.7051	9.7075	9.5525	9.8211	11.038	10.901	10.923	11.101	10.564	10.584	6.8075	8.8141	10.311	10.485	10.719	10.028
K00276	8.5188	8.9749	8.8424	8.1379	8.4786	8.2702	7.572	7.3979	7.4098	7.2192	7.5093	6.7703	8.7926	8.987	8.572	8.5651	8.7203	8.231	7.0544	10.628	8.4281	7.918	8.5282	7.2895
K00277	3.9721	3.9928	3.5612	3.5696	4.0955	4.0472	3.5807	3.5117	4.099	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.6643	3.5696	3.631
