binID	SF2_A_D1	SF2_A_D2	SF2_A_H2O	SF2_B_D1	SF2_B_D2	SF2_B_H2O	SF2_C_D1	SF2_C_D2	SF2_C_H2O	R1_A_D1	R1_A_D2	R1_A_H2O	R1_B_D1	R1_B_D2	R1_B_H2O	R1_C_D1	R1_C_D2	R1_C_H2O	R2A_A_D1	R2A_A_D2	R2A_A_H2O	R2A_B_D1	R2A_B_D2	R2A_B_H2O	R2A_C_D1	R2A_C_D2	R2A_C_H2O	R2_A_D1	R2_A_D2	R2_A_H2O	R2_B_D1	R2_B_D2	R2_B_H2O	R2_C_D1	R2_C_D2	R2_C_H2O	R2_restored_C_black	R2_restored_DShore	R2_restored_H2O
R2_restored_DShore_concoct.2	7.5077	12.653	5.2526	4.748	4.5201	3.6371	5.4472	6.3792	3.4333	-0.048641	-0.29291	-0.006575	0.15915	0.69125	-0.43639	0.92312	-0.25862	-1.607	4.6578	6.4584	2.233	5.5132	8.56	1.7117	8.0986	11.101	3.6158	-1.8236	-1.693	0.45722	-0.65605	-0.61648	0.04872	1.3541	-1.3019	5.1285	2.39	17.554	1.0244
R2_restored_DShore_concoct.20	3.9906	3.6553	2.2645	1.8466	1.7124	1.7211	1.9848	5.0096	1.4176	-1.1092	-1.4382	-1.9515	-1.7328	-1.0843	-2.0402	-1.1527	-2.1271	-3.3188	2.6644	7.243	0.066398	8.3216	14.401	0.44899	14.913	15.561	2.2068	-3.1198	-2.9208	1.3355	-2.506	-2.719	-0.58323	-0.67069	-2.2749	4.9527	0.22295	17.841	1.824
R2_restored_DShore_concoct.21	6.3367	9.3639	3.9789	9.9418	12.516	2.2847	6.0292	8.9392	2.1812	7.134	3.292	0.81767	5.4493	6.6779	0.94659	8.3501	8.9484	-0.42713	4.2126	6.549	1.5849	6.4141	8.0023	1.1057	7.9382	9.3443	2.499	2.9781	5.8249	6.9903	5.1896	1.5113	6.3759	3.1755	-0.027622	6.8275	4.6137	17.621	4.6286
R2_restored_DShore_concoct.37	-0.86623	6.4433	-4.9745	9.8548	12.484	-4.2621	3.9692	12.863	-6.059	4.4389	2.7754	1.7308	4.3275	2.3489	2.2062	5.2808	5.8684	0.54387	-1.3314	0.16732	-2.8881	0.11367	0.47106	-4.0294	0.094048	0.091079	-4.4444	0.87423	4.7437	15.404	2.7299	2.0951	13.937	1.8287	0.35657	13.977	1.9997	17.271	-0.093217
R2_restored_DShore_concoct.38	4.9759	4.9045	3.6737	3.05	2.8619	2.0484	3.6146	11.776	1.6627	-0.47131	-0.38172	-0.87311	-0.94387	-0.42459	-1.1862	-0.10292	-1.0599	-2.6043	3.1873	5.6678	3.5466	5.1623	6.3804	2.8863	7.1526	8.0937	3.164	-2.6672	-2.5781	0.45722	-1.7283	-2.2208	-1.0729	-0.006552	-1.3552	6.7742	2.8546	18.63	0.41282
R2_restored_DShore_concoct.40	3.0396	10.898	-1.8825	15.676	17.497	0.55256	11.08	17.792	-1.7475	7.3391	6.0646	4.9219	9.3491	5.1714	5.0789	10.756	10.756	3.3093	0.47889	2.9259	-1.5408	2.2798	0.48542	-2.0484	1.916	0.64176	-2.4059	3.9932	7.7978	17.137	8.3032	6.4597	15.894	5.9151	3.0891	15.955	6.1382	17.789	6.4758
R2_restored_DShore_concoct.46	5.5946	15.288	0.58466	12.121	14.293	0.5747	13.098	17.614	-0.079244	-2.3685	-1.2742	-4.4958	-1.8499	-1.0362	-4.6378	-0.12467	-1.4409	-4.5094	-0.71467	3.7307	-1.6533	5.1784	14.076	-0.73589	8.3407	13.231	-0.44769	-3.3145	-3.2479	0.18434	1.6097	-2.4036	-1.2658	-0.73203	-1.7722	4.6719	0.69784	18.005	2.5842
R2_restored_DShore_concoct.68	5.1118	7.9697	2.2645	7.0274	9.2801	0.27101	3.7574	15.449	-0.10717	0.72026	1.192	-2.1508	0.29912	0.64731	-2.8299	0.54876	-0.34678	-3.0209	4.8671	9.5616	-1.4089	7.5631	10.041	0.2002	9.6815	11.643	0.66459	-2.3544	-1.8346	0.035811	-0.92111	-0.071695	-0.064651	-0.66315	-0.6268	8.8315	2.2364	19.483	0.17275
R2_restored_DShore_concoct.7	8.8162	12.487	7.1507	6.2985	5.7205	4.7474	7.1025	7.2582	4.501	0.87415	0.63727	0.82954	0.43427	1.1514	0.59575	0.9173	0.40997	-0.99432	6.2065	8.0643	4.0248	6.9439	9.4719	3.4602	9.5511	11.995	4.9331	-0.88641	-0.98603	1.7766	-0.12898	-0.66252	0.72442	1.337	1.0427	11.717	3.2504	21.488	-0.093217
R2_restored_DShore_concoct.89	6.0118	7.7192	4.2013	10.653	13.159	2.1816	5.8729	13.348	2.143	5.1356	6.1034	1.9479	4.4049	4.9185	2.1697	5.8508	4.6449	0.2949	5.0546	8.8746	1.2554	8.3107	7.6189	1.3106	9.149	8.8097	2.8503	1.0878	2.5935	8.3964	2.6891	0.7034	6.6023	4.7322	-0.11838	7.1793	6.5083	17.916	2.4682
R2_restored_DShore_maxbin.037	2.8285	4.5565	-0.83437	3.6415	6.7612	-0.58436	2.4458	6.7283	-0.31265	-4.5537	-4.7805	-6.2633	-4.5633	-4.4464	-5.899	-4.2329	-4.3965	-6.1253	-1.3617	0.26428	-0.41797	-0.38979	3.6033	-1.4811	3.3914	4.9799	-2.1496	-2.9495	-1.7696	-2.6604	-3.9824	-5.5574	-1.0729	-3.5097	-2.0841	3.8214	-1.8848	18.077	4.0652
R2_restored_DShore_metabat.11	0.51668	5.5481	0.72646	4.6968	8.1254	2.4824	3.0029	12.36	4.5609	1.394	1.5358	1.4122	-0.61586	0.79724	0.58131	0.035798	0.25553	-0.04595	-2.7402	-0.46606	-1.3094	1.0057	2.108	-1.0641	2.4868	4.33	-1.344	-2.1681	-2.0948	2.8364	-1.1714	-1.9646	1.4691	-0.90201	-1.8561	3.2082	1.0382	17.929	6.1071
R2_restored_DShore_metabat.13	5.6745	16.598	1.7224	13.932	16.038	2.8698	12.004	17.831	2.1939	-2.6238	-1.387	-4.1625	-3.0338	-1.8255	-3.4743	-2.6683	-1.5696	-4.106	-0.85248	1.9175	1.085	0.3452	5.6171	-0.31462	3.5769	11.852	0.13606	-3.398	-3.1369	-0.67543	-0.95097	-3.8465	-0.18372	-1.5254	-1.4069	5.9389	3.6966	19.405	2.5842
R2_restored_DShore_metabat.15	1.1701	11.302	-0.15346	3.8332	6.9267	1.1496	5.5967	13.806	1.5578	-3.0218	-3.1207	-5.8177	-3.9237	-3.8083	-4.5828	-2.8262	-3.8592	-5.4212	-1.0128	0.26428	6.2919	-0.33806	1.9887	2.8863	0.85076	4.4128	-0.58713	-3.1991	-3.9996	1.6074	-2.2327	-4.5588	0.45621	-2.4434	-1.3019	8.0262	-0.72368	19.745	-3.6411
R2_restored_DShore_metabat.18	7.8795	10.831	5.4556	5.3205	4.9386	4.1131	6.6109	5.4806	3.7432	0.65754	0.73441	-0.52808	4.112	2.6112	0.052662	3.2158	2.6123	-1.0908	4.607	5.2892	1.7589	4.5706	6.2066	1.6553	7.0332	9.9223	3.4281	1.3102	2.331	0.035811	1.2566	-0.13414	0.15701	0.69807	-1.5309	4.9527	0.88385	17.879	2.2243
R2_restored_DShore_metabat.23	5.6978	9.3501	3.0254	5.6082	7.6846	1.6148	4.1721	11.929	1.4962	2.9662	3.7778	0.7636	2.3992	2.8097	0.44001	3.6541	2.568	-0.86933	3.7778	10.708	1.6948	13.052	12.787	2.6051	17.761	13.643	3.3081	-0.23387	0.9338	6.7514	1.0147	-0.34022	4.8788	2.6034	-0.17112	9.2129	4.8892	19.777	-0.39306
R2_restored_DShore_metabat.25	4.4779	10.308	4.3028	3.5619	4.7155	6.7687	3.5028	17.115	6.5181	-1.5761	-1.0192	0.95693	-0.69633	-0.53153	2.4639	-0.7092	-0.95649	-0.43922	7.2307	10.993	3.644	10.634	15.508	4.2162	16.513	15.555	3.8364	-1.6588	-1.2997	7.4566	-1.8597	-1.2754	6.2221	-0.29204	-1.5574	4.8799	-0.15233	16.786	1.824
R2_restored_DShore_metabat.27	0.55593	0.67083	0.80812	0.32846	1.1784	1.3069	0.16576	-0.34598	3.2774	-5.1169	-4.0017	-9.0922	-5.7695	-4.5232	-7.1724	-7.789	-5.189	-13.959	-3.7762	-2.8314	-2.8314	-3.0447	-2.0411	-2.0138	-1.5347	-1.1208	-2.2875	1.2493	3.4231	-3.3873	-4.5237	-5.1339	-5.3326	-6.3973	-0.60582	1.1972	-3.4891	16.61	-0.093217
R2_restored_DShore_metabat.8	5.4042	12.237	-0.76449	12.226	14.992	-0.41239	9.4331	17.193	-1.212	-0.67125	-0.0024888	-1.7154	-0.95311	0.62775	-2.1411	-1.3597	1.072	-2.161	-2.7081	3.8035	-1.169	-0.30003	-0.0025433	-2.0837	-0.2145	2.3891	-1.5442	-2.0538	-2.1377	2.3805	0.97951	-0.2051	-0.30921	-0.8964	-0.70621	6.2276	4.0083	19.729	3.5773
R2_restored_H2O_concoct.34	-0.89024	-2.7732	10.572	-3.9747	-5.4168	13.787	-3.3617	-4.1507	13.539	-6.4018	-6.0158	-2.4841	-6.979	-5.1122	-3.3142	-4.7696	-6.4597	-2.9025	-1.7118	-4.0948	12.631	-3.6759	-3.0139	11.971	-3.4461	-2.8208	9.8573	-2.3922	-4.1893	-1.7512	-7.0064	-3.0144	-3.2309	-7.149	-2.5734	-6.0307	-5.0354	-0.60882	22.337
R2_restored_H2O_concoct.44	-0.81904	-0.3063	8.4791	-2.4608	-2.9949	11.716	-1.8826	-2.5026	10.788	-5.9009	-4.2927	-3.0446	-4.7109	-3.7247	-3.5025	-5.1019	-1.0728	3.2108	2.5522	-0.38648	9.5667	-1.346	0.13284	7.7243	-0.22888	0.38121	5.6799	6.0616	3.0642	-2.6604	-1.6728	6.4624	-5.3326	-2.2181	8.8232	0.054674	1.4016	0.89607	27.894
R2_restored_H2O_maxbin.002	-0.14226	0.44864	6.383	-1.6432	-1.8906	9.7707	-0.56263	-1.3601	8.6352	-3.8939	-2.5811	0.97948	-1.6719	-0.7149	0.88896	-2.1731	1.6697	8.5198	4.9896	1.4245	7.5783	0.66166	1.6133	5.9463	0.28763	1.5335	4.0233	11.18	7.2081	4.8193	1.2752	10.935	3.3141	-0.29629	12.549	4.4098	1.2468	2.8209	34.462
R2_restored_H2O_maxbin.005	1.8506	0.022276	6.0095	-0.48138	-1.0034	8.5034	-0.2935	-1.8126	11.199	0.81488	2.0596	11.421	3.2579	3.8958	13.94	1.889	0.58575	9.5146	-0.14031	-0.54859	4.8238	-1.6347	0.36826	4.9807	-0.18601	0.056634	4.7146	5.2921	5.8206	12.887	1.4989	2.5118	11.478	5.0045	3.0394	9.0523	2.6053	5.5222	25.614
R2_restored_H2O_maxbin.017	0.16401	-0.44431	4.4047	-1.6774	-1.8082	7.0962	-1.1419	-1.9679	7.0044	1.8801	3.0087	6.8899	1.1962	2.8431	9.3754	3.2742	1.7471	5.0524	-0.014683	-0.83597	4.9136	-0.93674	-0.25974	3.4171	-0.65634	-0.62317	2.2199	3.5945	3.0267	8.9046	0.72518	3.4731	6.8441	2.1972	3.8817	5.5337	2.8504	2.5439	24.27
unbinned_reads	27.754	26.781	27.625	25.921	25.561	30.067	26.44	25.388	31.169	23.107	23.275	25.414	22.878	23.108	24.254	22.912	22.881	23.059	25.985	27.516	26.837	26.226	27.612	26.606	26.492	27.737	26.491	22.735	23.617	39.516	22.453	22.42	33.894	23.115	22.531	32.634	23.552	24.39	45.486
